lang_pair,src_num_texts,src_num_tokens,src_num_segments,tgt_num_texts,tgt_num_tokens,tgt_num_segments,tot_num_tokens
bul_Cyrl-srp_Cyrl,8651654,90389405,6892329,8651654,84512879,6829442,174902284
ara_Arab-urd_Arab,7369578,71105146,4937995,7369578,103246060,2939229,174351206
eng_Latn-sna_Latn,9467871,98148655,18556543,9467871,76093429,7329823,174242084
bul_Cyrl-nor_Latn,6135910,87724989,5323257,6135910,85817929,5258913,173542918
ell_Grek-nor_Latn,5882831,89046039,5134517,5882831,81508051,5070278,170554090
ell_Grek-lit_Latn,5391304,95879449,4778900,5391304,73857993,5097941,169737442
bul_Cyrl-est_Latn,5568939,95023975,4990104,5568939,72711128,4979322,167735103
eng_Latn-mya_Mymr,10415914,107543275,20939333,10415914,59137770,2419936,166681045
spa_Latn-swa_Latn,6945151,85171691,5514420,6945151,81134847,5561589,166306538
eng_Latn-xho_Latn,9256785,95387160,18008117,9256785,69782032,6894022,165169192
bul_Cyrl-vie_Latn,4732277,68430276,4197621,4732277,96149720,3895923,164579996
est_Latn-swe_Latn,6154998,74266276,5392875,6154998,89772053,5329829,164038329
eng_Latn-smo_Latn,6432883,70623774,12668257,6432883,93394569,4897015,164018343
ben_Beng-fra_Latn,10004240,74623167,12361951,10004240,89264306,7381030,163887473
eng_Latn-mri_Latn,5997643,71791442,11731388,5997643,91380889,4435611,163172331
deu_Latn-mkd_Cyrl,7792724,81305069,6745084,7792724,81838123,6505555,163143192
dan_Latn-est_Latn,5423031,89385548,5162697,5423031,71231298,4949657,160616846
eng_Latn-gla_Latn,6825355,77061723,13572215,6825355,83274863,5114001,160336586
ces_Latn-ind_Latn,6211186,77890977,5433603,6211186,81937243,5349147,159828220
fin_Latn-slv_Latn,6001328,71403855,5172773,6001328,87661612,5122562,159065467
bul_Cyrl-ukr_Cyrl,8083774,83974296,6507543,8083774,74806289,6171141,158780585
est_Latn-slk_Latn,5762139,73409639,4996262,5762139,84773101,5046803,158182740
spa_Latn-tam_Taml,9143266,90854364,7960704,9143266,66246611,8323573,157100975
spa_Latn-kor_Hang,9794578,88961432,7982211,9794578,67984849,7166530,156946281
eng_Latn-ibo_Latn,6340833,71828700,12064405,6340833,85109882,5084603,156938582
heb_Hebr-nld_Latn,9509446,69567065,6882515,9509446,87269271,7132345,156836336
eng_Latn-tgl_Latn,9772754,75155109,15771302,9772754,81540216,5534905,156695325
spa_Latn-mkd_Cyrl,5913345,81009323,4757620,5913345,74604743,4660057,155614066
dan_Latn-ind_Latn,5599135,80160334,4985062,5599135,75315965,4871411,155476299
est_Latn-lit_Latn,5647307,74700652,5119386,5647307,79606243,5362836,154306895
eng_Latn-lus_Latn,6974984,70889255,14394026,6974984,83332032,6020373,154221287
fin_Latn-vie_Latn,7648640,56586574,5908508,7648640,97629373,4995730,154215947
fra_Latn-kor_Hang,9623936,88521945,7494194,9623936,65001587,7234009,153523532
epo_Latn-spa_Latn,5750087,73307203,4564134,5750087,80081966,4749744,153389169
eng_Latn-eus_Latn,9459296,84571249,18328454,9459296,68695212,7159797,153266461
est_Latn-slv_Latn,5302529,70355299,4680396,5302529,82416267,4636563,152771566
eng_Latn-yid_Hebr,7613148,77766636,15722722,7613148,74816966,5942172,152583602
deu_Latn-msa_Latn,7096455,76503282,5770758,7096455,76010634,5709078,152513916
fas_Arab-nld_Latn,7444725,78393698,5250462,7444725,73364946,5806745,151758644
hin_Deva-por_Latn,6323458,81442483,807918,6323458,70103312,4968806,151545795
est_Latn-ron_Latn,4955878,63432084,4420181,4955878,88002334,4358899,151434418
zho_Hani-pol_Latn,15673433,17657705,22926761,15673433,133714202,13669754,151371907
bul_Cyrl-lav_Latn,4919016,80856764,4232170,4919016,70236049,5317154,151092813
fas_Arab-ind_Latn,6392415,81056874,4780571,6392415,68403044,5178281,149459918
bak_Cyrl-eng_Latn,8177542,69308781,7468634,8177542,79771726,16600975,149080507
est_Latn-fin_Latn,6045676,76117543,5458664,6045676,72745181,5453574,148862724
bul_Cyrl-por_Latn,6689649,71973512,5406656,6689649,76024870,5214959,147998382
ces_Latn-lav_Latn,5298586,72197363,4442507,5298586,75599205,5746495,147796568
dan_Latn-rus_Cyrl,8481552,77538869,6781395,8481552,70060985,6623203,147599854
est_Latn-hun_Latn,5475249,69053195,4828207,5475249,77975256,5026299,147028451
fin_Latn-ind_Latn,8120931,65515517,6633346,8120931,79635206,6427965,145150723
fra_Latn-tam_Taml,8186107,85435024,6699322,8186107,59650038,7426763,145085062
zho_Hani-ron_Latn,13659150,14501334,19273425,13659150,130046073,12560395,144547407
fra_Latn-oci_Latn,9322845,76400175,7736426,9322845,67905820,8103154,144305995
zho_Hani-ces_Latn,15340196,16916132,22122665,15340196,126989053,13700459,143905185
deu_Latn-isl_Latn,6843981,72325456,5424842,6843981,71469834,5507276,143795290
ell_Grek-est_Latn,4652938,82692059,4142260,4652938,60202037,4202241,142894096
hrv_Latn-srp_Cyrl,4861450,70712729,4502136,4861450,71211007,4466528,141923736
fas_Arab-vie_Latn,5636830,64051068,3797360,5636830,77589961,4027839,141641029
zho_Hani-swe_Latn,13261607,15537609,20023285,13261607,124191346,11017337,139728955
ces_Latn-srp_Cyrl,6141116,68424516,5096332,6141116,71189463,5093610,139613979
fas_Arab-rus_Cyrl,5521250,76471015,4203924,5521250,61909158,4587681,138380173
fin_Latn-lit_Latn,5428457,65244675,4790929,5428457,72470091,5033039,137714766
fas_Arab-ita_Latn,4460860,71222565,3660358,4460860,66102908,3791298,137325473
heb_Hebr-swe_Latn,8767830,63743722,6188328,8767830,73493896,6428781,137237618
zho_Hani-tur_Latn,16456260,19305287,23409754,16456260,116981273,14033334,136286560
hrv_Latn-pol_Latn,5231263,68168066,4591757,5231263,67108460,4510104,135276526
ara_Arab-kor_Hang,6943527,72302348,4663516,6943527,62226396,4770827,134528744
eng_Latn-khm_Khmr,6330915,71027413,12774515,6330915,63424175,1577093,134451588
ara_Arab-lit_Latn,5903110,69911765,4440455,5903110,63764743,5385667,133676508
fra_Latn-swa_Latn,5647316,70779967,4851681,5647316,61375046,4667620,132155013
nep_Deva-tur_Latn,4861387,67578840,530645,4861387,63113642,4908155,130692482
fas_Arab-pol_Latn,7107075,72061861,4800972,7107075,58494341,5585981,130556202
zho_Hani-ell_Grek,12887817,13956364,18219694,12887817,116282256,12000131,130238620
heb_Hebr-rus_Cyrl,8870353,62400809,6166943,8870353,67554609,6642997,129955418
heb_Hebr-pol_Latn,8811988,62661831,6132252,8811988,67148812,6564223,129810643
ell_Grek-lav_Latn,4068781,71051693,3484114,4068781,58131723,4408898,129183416
zho_Hani-bul_Cyrl,13167096,13739809,18725788,13167096,115111353,11693666,128851162
dan_Latn-vie_Latn,4001755,53034760,3391481,4001755,74427156,3134330,127461916
eng_Latn-lmo_Latn,8734893,66889065,18688853,8734893,60131118,5495199,127020183
dan_Latn-lav_Latn,4175835,66446858,3757910,4175835,59639639,4523552,126086497
ara_Arab-msa_Latn,5976871,61688702,4174600,5976871,63070470,5110983,124759172
dan_Latn-tur_Latn,5521307,68632825,4535271,5521307,55980399,4541184,124613224
bul_Cyrl-hrv_Latn,4090959,65363243,3559280,4090959,59087701,3752317,124450944
guj_Gujr-mal_Mlym,5133595,70028138,4496743,5133595,54071607,4771666,124099745
hrv_Latn-slv_Latn,4179846,61878235,3858522,4179846,61981764,3591207,123859999
eng_Latn-war_Latn,9657405,61936073,18630426,9657405,60432045,6043457,122368118
ell_Grek-srp_Cyrl,4590825,65433018,3950390,4590825,56716323,3933897,122149341
zho_Hani-ind_Latn,10523099,11633123,16339102,10523099,107612137,8989360,119245260
hrv_Latn-ron_Latn,3745558,54053305,3415921,3745558,64050362,3192847,118103667
ces_Latn-hrv_Latn,4462012,57983288,3758825,4462012,59576890,3934541,117560178
cat_Latn-ron_Latn,5831036,59353357,4348527,5831036,57521949,4269577,116875306
hun_Latn-ind_Latn,4524658,56547711,3903052,4524658,60123417,3864142,116671128
eng_Latn-tha_Thai,8901559,70247420,14465347,8901559,45881091,3086535,116128511
ara_Arab-sqi_Latn,4938077,51346811,3305086,4938077,61778858,4154723,113125669
deu_Latn-epo_Latn,5333778,56767775,4352428,5333778,55641758,4077456,112409533
est_Latn-lav_Latn,4110576,53555758,3595081,4110576,58829794,4455080,112385552
dan_Latn-pol_Latn,5890089,58559728,4746258,5890089,53793271,4699924,112352999
ben_Beng-deu_Latn,5821919,55354881,7598875,5821919,56512304,4384471,111867185
eng_Latn-mlg_Latn,4734097,55318793,9365436,4734097,56022545,3855890,111341338
heb_Hebr-vie_Latn,5998868,43232631,4163220,5998868,67615637,3887093,110848268
ara_Arab-ukr_Cyrl,4793387,55271388,3476456,4793387,54173135,3934724,109444523
ell_Grek-heb_Hebr,6266806,58849081,4777264,6266806,47729441,4484091,106578522
hrv_Latn-slk_Latn,3791201,53623897,3415621,3791201,52789026,3219997,106412923
afr_Latn-deu_Latn,4452200,54489812,3454752,4452200,51607883,3577972,106097695
zho_Hani-hun_Latn,12364516,13698674,17173891,12364516,91978210,10444926,105676884
hin_Deva-tur_Latn,5507780,63056176,754321,5507780,42570823,4362156,105626999
heb_Hebr-tur_Latn,7611205,53633097,5092203,7611205,51747432,5502088,105380529
est_Latn-nor_Latn,4233392,47235807,3672212,4233392,57895925,3667942,105131732
zho_Hani-dan_Latn,10238052,11369405,15080883,10238052,93495460,8964845,104864865
heb_Hebr-ind_Latn,6088851,48478906,4490245,6088851,54345550,4659106,102824456
fin_Latn-tur_Latn,5329927,49646948,4433855,5329927,52945507,4442021,102592455
hin_Deva-ita_Latn,3182730,54280552,378260,3182730,47071602,2574375,101352154
dan_Latn-srp_Cyrl,4094303,52736024,3416810,4094303,48436506,3425278,101172530
ara_Arab-xho_Latn,1140803,10665146,524393,1140803,90345037,120241,101010183
eng_Latn-hau_Latn,3893234,48614080,7446970,3893234,52276887,2999487,100890967
ara_Arab-lav_Latn,4026489,48618808,3048512,4026489,51602495,3996264,100221303
fin_Latn-lav_Latn,3858727,44997704,3290179,3858727,55111935,4186220,100109639
eng_Latn-tsn_Latn,6345505,45305789,12303859,6345505,54563402,3521607,99869191
ces_Latn-dan_Latn,5301895,47354112,4245521,5301895,52211610,4316198,99565722
ara_Arab-bos_Latn,8075830,49131136,3308277,8075830,50386650,8194134,99517786
ara_Arab-zho_Hani,6413736,87321437,5003776,6413736,10089822,11237862,97411259
amh_Ethi-fra_Latn,4292684,38048137,985504,4292684,59311364,3837627,97359501
ara_Arab-ben_Beng,5243858,48895647,3589446,5243858,47971867,7024250,96867514
bul_Cyrl-mkd_Cyrl,3246675,47760429,2847320,3246675,48877098,2724289,96637527
ast_Latn-eng_Latn,2956540,57804314,2994848,2956540,37681491,5916795,95485805
fra_Latn-msa_Latn,4366441,51274086,3210577,4366441,43634263,3281851,94908349
hin_Deva-ind_Latn,4016107,52979753,512015,4016107,41476380,3214838,94456133
fra_Latn-hau_Latn,3516177,45454374,2634811,3516177,48719484,2884856,94173858
fra_Latn-hat_Latn,3982056,48152093,3329940,3982056,45895116,3090310,94047209
cat_Latn-glg_Latn,3041119,47096679,2412783,3041119,45002965,2420005,92099644
hin_Deva-rus_Cyrl,3513010,52325919,384864,3513010,39458328,2892970,91784247
ces_Latn-kor_Hang,6713151,48349407,5273912,6713151,43248382,4823459,91597789
ara_Arab-nep_Deva,2694377,47904289,2252006,2694377,43142007,355927,91046296
fas_Arab-tur_Latn,4032720,52867322,3072455,4032720,37866996,3349893,90734318
ces_Latn-ukr_Cyrl,3991915,45130301,3324034,3991915,45105320,3222650,90235621
zho_Hani-srp_Latn,10799302,11167669,14953189,10799302,78107343,9902832,89275012
zho_Hani-heb_Hebr,11788465,12727210,16126280,11788465,76376575,10106852,89103785
hrv_Latn-hun_Latn,3306074,45309231,2935790,3306074,43592689,2811541,88901920
fas_Arab-swe_Latn,3291996,47761885,2641134,3291996,40537623,2747156,88299508
eng_Latn-zul_Latn,4754773,50799848,9306668,4754773,36868131,3713257,87667979
asm_Beng-eng_Latn,5161042,43731661,6293531,5161042,43758369,10175004,87490030
heb_Hebr-hun_Latn,5746866,42632474,3912730,5746866,44774444,4110765,87406918
ell_Grek-sqi_Latn,3206256,42829393,2665114,3206256,44306052,2514738,87135445
fra_Latn-mlg_Latn,3629830,45689295,3065904,3629830,41351453,2830169,87040748
eng_Latn-fij_Latn,3853668,38103221,7489232,3853668,48822171,2726510,86925392
bul_Cyrl-sqi_Latn,3177160,40936137,2665268,3177160,45846085,2512404,86782222
hin_Deva-nld_Latn,2828574,46064410,328904,2828574,40407176,2283428,86471586
ben_Beng-urd_Arab,4137069,35736032,5246930,4137069,49643455,1159483,85379487
hin_Deva-vie_Latn,3285286,40201491,530569,3285286,45067299,2265204,85268790
glg_Latn-ita_Latn,4023754,42490452,2874944,4023754,42761012,2796652,85251464
est_Latn-ind_Latn,3420806,39208763,3064104,3420806,45798807,3001496,85007570
ben_Beng-por_Latn,5112665,39769305,6202686,5112665,44685139,3918468,84454444
guj_Gujr-mar_Deva,3626916,42764711,2995816,3626916,41157683,3065400,83922394
dan_Latn-hrv_Latn,2935197,43377849,2550999,2935197,40455102,2648243,83832951
est_Latn-srp_Cyrl,3387059,38840402,2922791,3387059,44378832,2953335,83219234
bul_Cyrl-tur_Latn,5385896,45226153,4197804,5385896,37193491,4105869,82419644
ara_Arab-srp_Cyrl,3283267,40966598,2686408,3283267,41303447,2811191,82270045
zho_Hani-nor_Latn,7535798,8494350,11552930,7535798,72939653,6180470,81434003
zho_Hani-fin_Latn,10837166,11890370,15297796,10837166,69531751,9218569,81422121
eng_Latn-ewe_Latn,4423992,40435063,8724963,4423992,40887862,2510936,81322925
fin_Latn-heb_Hebr,5630335,38705947,4315375,5630335,41704335,3999815,80410282
hrv_Latn-lit_Latn,2897936,42002011,2642934,2897936,37937021,2591561,79939032
ben_Beng-tel_Telu,5188938,42077812,6445696,5188938,37619019,4060519,79696831
fas_Arab-nep_Deva,2057851,45527753,1874259,2057851,33791946,277013,79319699
fra_Latn-som_Latn,2817860,36353172,2284882,2817860,42930392,2580343,79283564
fas_Arab-ron_Latn,2694922,40057374,2208642,2694922,38938585,2373711,78995959
eng_Latn-fao_Latn,2896414,40608783,5865311,2896414,38079731,2275069,78688514
zho_Hani-hrv_Latn,9550596,9970953,12826605,9550596,68181769,8731316,78152722
eng_Latn-vec_Latn,4964395,39427624,9794653,4964395,38701432,3306897,78129056
deu_Latn-swa_Latn,3198757,39707634,2465290,3198757,37695792,2496099,77403426
zho_Hani-slv_Latn,9227541,9821259,12764137,9227541,67421172,7972324,77242431
bul_Cyrl-heb_Hebr,3331897,41746758,2767833,3331897,34822242,2616731,76569000
fra_Latn-ltz_Latn,3661816,41201802,2866838,3661816,35192381,2648325,76394183
zho_Hani-fas_Arab,7266131,8075562,10765514,7266131,68140582,4610999,76216144
ara_Arab-cat_Latn,3147674,34525324,2273056,3147674,41486132,2573537,76011456
ces_Latn-heb_Hebr,3772738,38970417,3023365,3772738,36421652,2857419,75392069
heb_Hebr-ron_Latn,3163236,32232684,2448011,3163236,42968878,2622284,75201562
fin_Latn-srp_Cyrl,3564663,34037135,2948979,3564663,41012528,2951682,75049663
fra_Latn-zul_Latn,3615801,44697157,3133552,3615801,30127662,2980070,74824819
ces_Latn-zho_Hani,6399505,65179805,5096258,6399505,9585004,10947163,74764809
heb_Hebr-nor_Latn,3262230,34005766,2577164,3262230,40303820,2666167,74309586
ben_Beng-spa_Latn,3838856,34319996,4627892,3838856,39877874,2951756,74197870
hin_Deva-swe_Latn,2539316,40837278,308986,2539316,33069477,2000883,73906755
ell_Grek-fas_Arab,2566359,35861002,2229836,2566359,38011511,2086067,73872513
ben_Beng-tur_Latn,5045128,38664295,6233665,5045128,34434278,3923550,73098573
zho_Hani-slk_Latn,7455582,8436594,11281411,7455582,64498079,6067415,72934673
est_Latn-vie_Latn,2553387,26832063,2181361,2553387,46000566,2001942,72832629
bos_Latn-deu_Latn,5342039,33920093,5274365,5342039,38316193,5314674,72236286
guj_Gujr-urd_Arab,2648928,28098807,2049561,2648928,43704304,1147133,71803111
dan_Latn-heb_Hebr,3208992,39216934,2653482,3208992,32567429,2518555,71784363
ces_Latn-fas_Arab,2884637,31398759,2422846,2884637,39739876,2265383,71138635
ces_Latn-sqi_Latn,3152495,31476559,2480065,3152495,39050292,2328518,70526851
eng_Latn-lao_Laoo,4306552,41043153,8486434,4306552,28775058,2394400,69818211
ell_Grek-hin_Deva,3268809,32088961,2585308,3268809,37353520,482690,69442481
kor_Hang-zho_Hani,6942367,58178551,4416208,6942367,10791206,10540436,68969757
ara_Arab-som_Latn,2812341,27765542,1825982,2812341,41173267,2486052,68938809
ell_Grek-zho_Hani,4852590,61401399,3949436,4852590,7146533,8438582,68547932
eng_Latn-bel_Cyrl,2678524,33874264,5332966,2678524,34528445,2336041,68402709
bul_Cyrl-zho_Hani,5106840,61243882,4252482,5106840,6944797,8924640,68188679
eng_Latn-lim_Latn,4322586,36149184,8848587,4322586,31705851,2508658,67855035
ell_Grek-ukr_Cyrl,2662888,36404967,2253752,2662888,30423023,2189058,66827990
eng_Latn-mai_Deva,4438216,31677601,8358647,4438216,35116505,882789,66794106
fas_Arab-heb_Hebr,4054112,37778550,2610185,4054112,28982479,2795764,66761029
heb_Hebr-slk_Latn,3201108,32102380,2416402,3201108,34361118,2513164,66463498
eng_Latn-ast_Latn,2217013,30697603,4454682,2217013,35216451,2134337,65914054
est_Latn-hrv_Latn,2353067,30291677,2071719,2353067,35409376,2217410,65701053
eng_Latn-twi_Latn,4045475,33502442,7802940,4045475,32122608,2094740,65625050
hin_Deva-pol_Latn,2417787,37525311,290824,2417787,27801285,1942090,65326596
fra_Latn-yor_Latn,2646387,31800028,2123082,2646387,33311966,2152800,65111994
glg_Latn-tur_Latn,4497017,35893068,3123753,4497017,29009598,3127903,64902666
est_Latn-tur_Latn,3306690,32169830,2746232,3306690,32111927,2762731,64281757
eng_Latn-kab_Latn,4166392,34235503,8545412,4166392,29937424,2461059,64172927
bul_Cyrl-ind_Latn,3530182,32792094,2908609,3530182,31119281,2744806,63911375
ben_Beng-tam_Taml,4262645,34429905,5385715,4262645,29464425,3060986,63894330
fas_Arab-nor_Latn,2311749,34330626,1859717,2311749,29511614,1955038,63842240
ben_Beng-mal_Mlym,4628921,34884209,5699882,4628921,28346274,3607056,63230483
fas_Arab-hin_Deva,2734470,30453924,2040667,2734470,32569412,382803,63023336
fra_Latn-kin_Latn,2659711,34100295,2235888,2659711,28896175,2096446,62996470
eng_Latn-sag_Latn,3607360,26362575,7098013,3607360,35688137,2435886,62050712
epo_Latn-ita_Latn,2545856,30340116,1944353,2545856,31582916,1977736,61923032
eng_Latn-lug_Latn,3602674,32787720,6855283,3602674,28968399,2347418,61756119
cat_Latn-ell_Grek,2484651,31103738,1966117,2484651,30207153,1970540,61310891
zho_Hani-est_Latn,7586995,8021771,10638234,7586995,53055404,6649734,61077175
ben_Beng-kan_Knda,3992740,32925504,4935677,3992740,28111127,2879437,61036631
fin_Latn-hrv_Latn,2527759,27415272,2122366,2527759,33429600,2258224,60844872
dan_Latn-ukr_Cyrl,2498607,31882401,2125277,2498607,28751917,2056046,60634318
eng_Latn-aze_Latn,2650706,33482899,4900561,2650706,26858940,2141626,60341839
fra_Latn-nya_Latn,2495285,33514007,2250826,2495285,26531151,2162563,60045158
eng_Latn-hbs_Latn,1529879,31419180,2900576,1529879,28327394,1905970,59746574
hin_Deva-hun_Latn,3129544,34445878,433209,3129544,25272780,2387235,59718658
dan_Latn-zho_Hani,4778216,52032064,3843525,4778216,7027400,8227761,59059464
heb_Hebr-lit_Latn,3898223,29489175,2737773,3898223,29496547,3049786,58985722
afr_Latn-nld_Latn,2325478,29372831,1825161,2325478,29121955,1845781,58494786
hrv_Latn-nor_Latn,2475209,27949515,2052727,2475209,30165235,2012202,58114750
fin_Latn-hin_Deva,3107875,22742821,2501850,3107875,35117148,390962,57859969
dan_Latn-fas_Arab,2151870,26798064,1851923,2151870,30713491,1732447,57511555
ara_Arab-kur_Arab,2782025,27971304,2020166,2782025,29534951,1609140,57506255
deu_Latn-tgl_Latn,2668048,26259359,1713613,2668048,30555209,1748965,56814568
hrv_Latn-lav_Latn,1978107,28391615,1792192,1978107,28183690,2145771,56575305
bul_Cyrl-hin_Deva,1854659,25355066,1567452,1854659,30823130,210427,56178196
cat_Latn-deu_Latn,2075928,29388311,1809028,2075928,25921299,1835270,55309610
ben_Beng-mar_Deva,3809116,27623646,4712007,3809116,27652255,2510465,55275901
bel_Cyrl-pol_Latn,2295783,26045364,2052362,2295783,29220863,2131674,55266227
eng_Latn-que_Latn,2875100,33052709,5591250,2875100,21948515,2101847,55001224
eng_Latn-nso_Latn,3455711,25573894,6537237,3455711,29109658,2060084,54683552
ces_Latn-mkd_Cyrl,2294713,25399251,1886215,2294713,29277338,1834209,54676589
ben_Beng-ind_Latn,3284824,26777630,3989129,3284824,27683844,2546035,54461474
dan_Latn-sqi_Latn,2281010,25847985,1790073,2281010,28497223,1699845,54345208
heb_Hebr-kor_Hang,4327671,27876757,2983943,4327671,26281702,3030970,54158459
fas_Arab-sqi_Latn,1996859,27290567,1538875,1996859,26700686,1522549,53991253
eng_Latn-luo_Latn,2830951,27745163,5571026,2830951,26092248,2108269,53837411
fas_Arab-slk_Latn,2247751,29857103,1696122,2247751,23762160,1807146,53619263
ben_Beng-guj_Gujr,2814636,27230364,3530006,2814636,25817481,1864701,53047845
fas_Arab-zho_Hani,4598337,45743048,2988325,4598337,7139198,7382068,52882246
ara_Arab-tha_Thai,4329374,32901274,2045596,4329374,19852882,1381461,52754156
eng_Latn-orm_Latn,3257465,25484999,6441589,3257465,27025681,2697205,52510680
fas_Arab-hun_Latn,2142492,29453313,1677530,2142492,22985435,1787986,52438748
fra_Latn-sot_Latn,2291169,24318150,1929766,2291169,28000959,1854779,52319109
hin_Deva-ron_Latn,1753251,27307838,199148,1753251,24803725,1450033,52111563
ben_Beng-hin_Deva,3613054,25581797,4503823,3613054,26262862,505361,51844659
eng_Latn-pag_Latn,3357112,26310869,6450138,3357112,25488542,2121472,51799411
deu_Latn-tam_Taml,2849463,29845904,2201491,2849463,21916546,2196994,51762450
ara_Arab-mkd_Cyrl,3247951,24810777,1606646,3247951,26885191,3137160,51695968
heb_Hebr-slv_Latn,2416711,24685284,1848349,2416711,27008499,1910890,51693783
ces_Latn-hin_Deva,1972384,21905924,1595208,1972384,29618870,231887,51524794
hin_Deva-slk_Latn,1825372,29513386,206732,1825372,21836902,1488948,51350288
dan_Latn-kor_Hang,2470486,28716962,2011483,2470486,22498904,1941232,51215866
ben_Beng-vie_Latn,2762332,21005036,3501022,2762332,30199596,1714767,51204632
hin_Deva-srp_Cyrl,1756451,28985520,177342,1756451,22181399,1462859,51166919
hin_Deva-lit_Latn,2457639,29848681,286708,2457639,20612135,2049862,50460816
heb_Hebr-hin_Deva,2723860,20760887,2019982,2723860,29634920,299251,50395807
cat_Latn-dan_Latn,2176436,26263545,1706547,2176436,24020669,1740023,50284214
heb_Hebr-srp_Cyrl,2448692,23734054,1868033,2448692,26369307,1966638,50103361
bel_Cyrl-tur_Latn,1969948,25846494,1834991,1969948,23636299,1810195,49482793
ben_Beng-nep_Deva,2948999,23913633,3812730,2948999,25395831,581363,49309464
bul_Cyrl-kor_Hang,2353877,27411918,1973071,2353877,21413184,1893629,48825102
eng_Latn-lin_Latn,2934816,24131181,5618283,2934816,24618706,1877837,48749887
hin_Deva-slv_Latn,1651892,27793519,179465,1651892,20896927,1343759,48690446
bul_Cyrl-cat_Latn,2045905,23147452,1641858,2045905,25348571,1607684,48496023
afr_Latn-swa_Latn,2453895,24312457,1575240,2453895,24031561,1613934,48344018
eng_Latn-grn_Latn,2957955,27420429,6015362,2957955,20715974,2276590,48136403
fas_Arab-fin_Latn,2043666,28582469,1622971,2043666,19174794,1776866,47757263
bak_Cyrl-rus_Cyrl,2518510,23710582,2379577,2518510,23751054,2396328,47461636
epo_Latn-nld_Latn,2155882,22619542,1643923,2155882,24180715,1683655,46800257
fas_Arab-urd_Arab,1912593,21910862,1286806,1912593,24642390,489864,46553252
ben_Beng-ell_Grek,3006954,21788052,3673463,3006954,24105641,2311741,45893693
ben_Beng-fas_Arab,2571295,20530402,3160813,2571295,25076881,1832475,45607283
deu_Latn-tha_Thai,3606812,27056988,2187175,3606812,18367286,1294445,45424274
hun_Latn-kor_Hang,2438130,24031704,1952411,2438130,21380730,1896840,45412434
bel_Cyrl-deu_Latn,1377241,27012850,1201776,1377241,18085602,1270629,45098452
fra_Latn-sna_Latn,2261243,26041505,1876670,2261243,19017828,1813229,45059333
aze_Latn-tur_Latn,2313241,22933894,1741775,2313241,21964008,1825246,44897902
ace_Latn-eng_Latn,2443350,22385463,2373522,2443350,22495286,5367764,44880749
fin_Latn-ukr_Cyrl,2253394,20570445,1854737,2253394,24213114,1811979,44783559
ara_Arab-tgl_Latn,1914381,20190108,1308813,1914381,24501947,1534114,44692055
hrv_Latn-mkd_Cyrl,1516986,21308165,1360238,1516986,23259593,1273969,44567758
afr_Latn-tur_Latn,2664488,25015941,2061928,2664488,19470871,2083173,44486812
awa_Deva-eng_Latn,2198978,25394617,477809,2198978,19074618,4292325,44469235
cat_Latn-slk_Latn,1984023,24212495,1523759,1984023,19948334,1531887,44160829
guj_Gujr-ori_Orya,1998286,20803342,1709695,1998286,23257901,222097,44061243
est_Latn-ukr_Cyrl,2049445,20800565,1742413,2049445,23181903,1691522,43982468
afr_Latn-hau_Latn,1915678,19827547,1067639,1915678,24060760,1306968,43888307
ell_Grek-kor_Hang,2134054,25142564,1760505,2134054,18555688,1696074,43698252
ara_Arab-sin_Sinh,2811817,21576473,2020659,2811817,21896960,2422623,43473433
cat_Latn-nor_Latn,1971593,22789514,1527232,1971593,20678679,1533137,43468193
fin_Latn-zho_Hani,4514625,36401920,3589629,4514625,7064751,7600323,43466671
hin_Deva-urd_Arab,2323590,18445786,412678,2323590,25004894,671961,43450680
deu_Latn-mal_Mlym,2825689,26228924,2266270,2825689,17008843,2438363,43237767
eng_Latn-fon_Latn,1915523,19489600,3964745,1915523,23692495,1358615,43182095
fin_Latn-kor_Hang,2411206,21324494,1999379,2411206,21563133,1902737,42887627
fra_Latn-xho_Latn,2192180,25683171,1794189,2192180,17191164,1688111,42874335
fas_Arab-srp_Cyrl,1873459,23405807,1442628,1873459,19367066,1528423,42772873
ben_Beng-hun_Latn,3004291,21780952,3659591,3004291,20882520,2243009,42663472
ara_Arab-mal_Mlym,2733365,23968912,2109010,2733365,18518286,2498459,42487198
guj_Gujr-tam_Taml,2253486,22294150,1745777,2253486,20016644,1903741,42310794
ara_Arab-tam_Taml,2387681,23164690,1878516,2387681,19089285,2153709,42253975
cat_Latn-hun_Latn,1970235,23337446,1498362,1970235,18843631,1497167,42181077
bho_Deva-eng_Latn,2432136,23009787,687680,2432136,19051917,4728831,42061704
zho_Hani-lit_Latn,4508161,4968587,7062509,4508161,37089273,3763075,42057860
afr_Latn-amh_Ethi,1967934,24278082,1465949,1967934,17569407,474947,41847489
fas_Arab-msa_Latn,2229377,22424992,1506962,2229377,19326002,1686295,41750994
zho_Hani-hin_Deva,2911073,3212767,4806628,2911073,38470349,531121,41683116
zho_Hani-lav_Latn,3003158,3208153,4738154,3003158,38290655,3061110,41498808
dan_Latn-mkd_Cyrl,1621002,20373926,1358626,1621002,21063311,1316384,41437237
cat_Latn-ind_Latn,1796329,22323939,1456238,1796329,19109328,1422334,41433267
eng_Latn-tpi_Latn,2162994,19320552,4055508,2162994,22072437,1462012,41392989
ben_Beng-rus_Cyrl,2527543,20596640,3023976,2527543,20691325,1949792,41287965
