lang_pair,src_num_texts,src_num_tokens,src_num_segments,tgt_num_texts,tgt_num_tokens,tgt_num_segments,tot_num_tokens
fas_Arab-slv_Latn,1759799,22769148,1319191,1759799,18440763,1394580,41209911
heb_Hebr-nep_Deva,1437382,20166925,1227031,1437382,20859614,270355,41026539
afr_Latn-swe_Latn,1651577,21326701,1300356,1651577,19593165,1302991,40919866
ara_Arab-swa_Latn,1798968,19826174,1297182,1798968,21046716,1373448,40872890
est_Latn-heb_Hebr,1997037,20091265,1680907,1997037,20649367,1600983,40740632
eng_Latn-san_Deva,3096685,22227408,6067489,3096685,18476992,434888,40704400
eng_Latn-mos_Latn,2197883,18358680,4271107,2197883,22148016,1548794,40506696
heb_Hebr-zho_Hani,4864473,32729961,3318050,4864473,7324763,7731416,40054724
ast_Latn-fra_Latn,1360760,24614490,1309775,1360760,15306574,1085875,39921064
fin_Latn-sqi_Latn,1975902,16396075,1588056,1975902,23422219,1470150,39818294
eng_Latn-kik_Latn,2200605,20711042,4349632,2200605,19049567,1385544,39760609
ben_Beng-ori_Orya,2630902,19235143,3165712,2630902,20437411,344964,39672554
bjn_Latn-ind_Latn,1455317,17507161,2010082,1455317,22162024,3081596,39669185
hau_Latn-nya_Latn,1185704,22757619,1047135,1185704,16832291,1025320,39589910
est_Latn-hin_Deva,1400752,15878183,1210125,1400752,23597884,148489,39476067
fas_Arab-lit_Latn,1585712,22759584,1296870,1585712,16700313,1441182,39459897
eng_Latn-yor_Latn,1689279,18087054,3370433,1689279,21322474,1333933,39409528
glg_Latn-ron_Latn,1836028,18733642,1334812,1836028,20476668,1382867,39210310
cat_Latn-slv_Latn,1661545,21310091,1286309,1661545,17896378,1278374,39206469
hrv_Latn-sqi_Latn,1555250,17893489,1291350,1555250,21251790,1204420,39145279
hrv_Latn-ukr_Cyrl,1787681,19802790,1494412,1787681,19215963,1412382,39018753
epo_Latn-swe_Latn,1878864,19536958,1386980,1878864,19264088,1426640,38801046
heb_Hebr-lav_Latn,1620814,15780413,1219280,1620814,22911670,1755783,38692083
afr_Latn-yor_Latn,1775352,17063675,1074559,1775352,20844904,1260178,37908579
eng_Latn-kon_Latn,2231213,17182508,4313720,2231213,20583343,1294562,37765851
fas_Arab-swa_Latn,1620358,19842879,1212599,1620358,17226109,1323588,37068988
ara_Arab-tat_Cyrl,2106009,19431198,1354014,2106009,17521695,1448942,36952893
ben_Beng-fin_Latn,2781864,19905727,3358243,2781864,16874355,2214905,36780082
afr_Latn-nor_Latn,1359870,18933572,1107252,1359870,17667431,1120224,36601003
eng_Latn-nya_Latn,1660289,19730484,3344525,1660289,16845917,1396943,36576401
eng_Latn-mag_Deva,2221380,16082749,4192259,2221380,20275843,486910,36358592
aze_Latn-ind_Latn,1719995,16119752,1440979,1719995,20071487,1425897,36191239
est_Latn-fas_Arab,1520537,15076532,1330251,1520537,21097088,1235147,36173620
fra_Latn-ibo_Latn,1372169,17177009,1029777,1372169,18840303,1113495,36017312
hin_Deva-kor_Hang,1479915,21629586,194934,1479915,14138488,1133290,35768074
crh_Latn-eng_Latn,1933453,14694535,1541991,1933453,21051455,3874872,35745990
fra_Latn-mal_Mlym,2285148,22290008,1793846,2285148,13434318,1914926,35724326
fra_Latn-scn_Latn,1753086,19051914,1500642,1753086,16641439,1223697,35693353
hin_Deva-lav_Latn,1154278,19016974,102991,1154278,16334737,1251915,35351711
guj_Gujr-nep_Deva,1658465,16767143,1234979,1658465,18452496,413546,35219639
ben_Beng-ita_Latn,1786736,16414400,2178207,1786736,18552497,1325275,34966897
ceb_Latn-mlg_Latn,1201951,18870162,888630,1201951,16085476,879653,34955638
hin_Deva-tel_Telu,2262754,18368284,392896,2262754,16435868,1565785,34804152
ara_Arab-eus_Latn,2626839,17899094,1594683,2626839,16799958,2084086,34699052
zho_Hani-mkd_Cyrl,3449249,3620016,5069259,3449249,30942279,2907370,34562295
afr_Latn-zul_Latn,1771136,19504435,1169277,1771136,15020644,1170932,34525079
fin_Latn-mkd_Cyrl,1506039,14239418,1262036,1506039,19437184,1226859,33676602
fas_Arab-kor_Hang,1561935,19578162,1150136,1561935,13882272,1157626,33460434
cat_Latn-fin_Latn,1756273,19565320,1356400,1756273,13836900,1381949,33402220
ces_Latn-epo_Latn,1631642,15741220,1332724,1631642,17659516,1239154,33400736
ben_Beng-nld_Latn,1749588,15532182,2111494,1749588,17822420,1342299,33354602
hin_Deva-zho_Hani,2210881,30157910,307212,2210881,3144282,3890232,33302192
zho_Hani-ukr_Cyrl,3320330,3827628,5108675,3320330,29460330,2414001,33287958
ell_Grek-swa_Latn,1523353,16566299,1220041,1523353,16472961,1184272,33039260
heb_Hebr-ukr_Cyrl,1770784,15912994,1302365,1770784,17103832,1348501,33016826
bel_Cyrl-ces_Latn,1481637,15559774,1301959,1481637,17178852,1358959,32738626
fas_Arab-tam_Taml,1813268,19742948,1400375,1813268,12833367,1517358,32576315
afr_Latn-som_Latn,1432312,13344035,800486,1432312,18736334,1090468,32080369
est_Latn-sqi_Latn,1425450,13575351,1139408,1425450,18322930,1088190,31898281
deu_Latn-urd_Arab,820812,13834362,821924,820812,17867181,449663,31701543
zho_Hani-msa_Latn,3337135,3646140,4909058,3337135,27847246,2547285,31493386
ben_Beng-pan_Guru,1569638,14710145,2015422,1569638,16662497,560239,31372642
deu_Latn-hbs_Latn,950289,15947210,827894,950289,15406530,1089519,31353740
ara_Arab-uzb_Latn,1152776,28386324,1114883,1152776,2919404,101802,31305728
deu_Latn-ltz_Latn,1129071,13817068,913296,1129071,17418198,432019,31235266
eng_Latn-szl_Latn,1769261,17028081,3660911,1769261,14078812,1377369,31106893
eng_Latn-kbp_Latn,1592155,14843889,3175720,1592155,16080986,1272585,30924875
ben_Beng-heb_Hebr,2310043,16012308,2796188,2310043,14731963,1661718,30744271
guj_Gujr-pan_Guru,1135042,14032356,833528,1135042,16550040,575707,30582396
est_Latn-kor_Hang,1705128,15706658,1437554,1705128,14847441,1393805,30554099
est_Latn-zho_Hani,3101962,26391456,2484498,3101962,4147923,5304095,30539379
hin_Deva-nep_Deva,1710261,15397799,407120,1710261,14924059,504817,30321858
eng_Latn-ful_Latn,1580571,15447217,3238812,1580571,14806173,1358260,30253390
cat_Latn-srp_Cyrl,1443073,16276423,1103738,1443073,13952028,1110223,30228451
epo_Latn-ron_Latn,1298456,14301999,977327,1298456,15817384,1049993,30119383
eng_Latn-kac_Latn,1003087,11837557,2006722,1003087,17918157,860722,29755714
ben_Beng-lit_Latn,2102580,15421964,2516751,2102580,14087070,1734449,29509034
hau_Latn-yor_Latn,795527,14337894,668277,795527,15065678,662197,29403572
ben_Beng-swe_Latn,1570904,14285756,1924261,1570904,15050416,1165009,29336172
heb_Hebr-sqi_Latn,1525049,12543810,1113622,1525049,16601537,1092030,29145347
cat_Latn-sqi_Latn,1248254,14422843,969360,1248254,14603234,905702,29026077
ben_Beng-pus_Arab,1370357,12424169,1716202,1370357,16487790,890558,28911959
ell_Grek-epo_Latn,1262222,14854654,1021150,1262222,14030442,967664,28885096
eng_Latn-sot_Latn,1378523,12993799,2715025,1378523,15884570,1058086,28878369
cat_Latn-lit_Latn,1373081,16330426,1057062,1373081,12389891,1111751,28720317
ara_Arab-isl_Latn,1585999,13699051,915904,1585999,14658061,1517766,28357112
ben_Beng-pol_Latn,1624561,14239782,1978077,1624561,13907348,1231413,28147130
est_Latn-mkd_Cyrl,1137316,12278842,971058,1137316,15866657,945148,28145499
dan_Latn-isl_Latn,1304233,14144848,1045433,1304233,13977450,1065501,28122298
hau_Latn-sot_Latn,840223,13453103,669148,840223,14636823,645175,28089926
deu_Latn-gle_Latn,771141,12982095,701699,771141,15061046,657163,28043141
heb_Hebr-msa_Latn,1903155,13160335,1282306,1903155,14837671,1356712,27998006
hin_Deva-kan_Knda,1793793,15116266,347019,1793793,12826089,1154768,27942355
ben_Beng-sin_Sinh,1868206,13551948,2428630,1868206,14350689,1510253,27902637
afr_Latn-dan_Latn,1147731,14390267,902799,1147731,13495318,926483,27885585
ara_Arab-mar_Deva,1527971,13967266,1126470,1527971,13911204,1212778,27878470
afr_Latn-sot_Latn,1233284,12390122,759497,1233284,15406100,788061,27796222
ceb_Latn-jav_Latn,1007935,15726415,747128,1007935,12050862,751458,27777277
fas_Arab-lav_Latn,1045121,12805297,772032,1045121,14765625,1137502,27570922
afr_Latn-nya_Latn,1149528,14674994,880366,1149528,12849885,891181,27524879
epo_Latn-slk_Latn,1263250,14393780,944044,1263250,13110271,990736,27504051
hin_Deva-mar_Deva,1953477,13974396,266687,1953477,13464730,965268,27439126
eng_Latn-wol_Latn,1563386,13600133,2896330,1563386,13636959,884692,27237092
eng_Latn-tir_Ethi,1413997,15382137,2798037,1413997,11757592,112950,27139729
ara_Arab-epo_Latn,1226414,12838531,938980,1226414,14224254,944796,27062785
dan_Latn-epo_Latn,1250642,13589736,995405,1250642,13451630,942244,27041366
hau_Latn-zul_Latn,964372,16365103,803714,964372,10635773,767482,27000876
hrv_Latn-zho_Hani,2543253,23802734,2019529,2543253,3144269,4374003,26947003
cat_Latn-lav_Latn,1034778,12344809,796636,1034778,14589723,1124373,26934532
hin_Deva-tam_Taml,1866161,14452057,382742,1866161,12440987,1143476,26893044
bul_Cyrl-epo_Latn,1164473,13368860,960995,1164473,13459520,892400,26828380
ast_Latn-por_Latn,815066,15638024,802568,815066,10763354,702019,26401378
hin_Deva-mal_Mlym,1866005,14308346,336192,1866005,11836883,1320036,26145229
fas_Arab-mal_Mlym,1688629,16395956,1318414,1688629,9658089,1480945,26054045
fas_Arab-ukr_Cyrl,1119748,14476555,837762,1119748,11561781,900667,26038336
epo_Latn-sqi_Latn,973605,12176608,748733,973605,13751785,747012,25928393
hau_Latn-ibo_Latn,713515,13044996,624165,713515,12809337,619992,25854333
epo_Latn-nor_Latn,1219278,12901065,913961,1219278,12908345,956795,25809410
afr_Latn-sna_Latn,1293698,14183390,849608,1293698,11623902,871559,25807292
ast_Latn-cat_Latn,610758,13409289,643466,610758,12346409,600728,25755698
fra_Latn-fil_Latn,1101453,12618161,812250,1101453,13112430,853744,25730591
ell_Grek-tam_Taml,1781554,14432000,1494559,1781554,11200172,1606221,25632172
cat_Latn-est_Latn,1222676,14630858,962572,1222676,10998656,970199,25629514
eng_Latn-srd_Latn,1315908,12375780,2477422,1315908,13181521,864739,25557301
eng_Latn-iku_Cans,1301900,17115280,3159974,1301900,7981568,2545020,25096848
fas_Arab-sin_Sinh,1620117,13555614,1191773,1620117,11455966,1331155,25011580
heb_Hebr-sin_Sinh,1908791,11953614,1458205,1908791,12948729,1634394,24902343
cat_Latn-fas_Arab,1079922,12239507,868046,1079922,12588235,783732,24827742
heb_Hebr-tam_Taml,1872419,13293313,1486907,1872419,11521092,1607668,24814405
deu_Latn-fil_Latn,1108673,11502424,841613,1108673,13248559,852936,24750983
eng_Latn-oci_Latn,1838567,12375534,3336750,1838567,12356952,1106556,24732486
fin_Latn-swa_Latn,1365359,10456760,1091140,1365359,14236193,1060256,24692953
afr_Latn-ara_Arab,758492,13025634,709126,758492,11548919,710848,24574553
hau_Latn-swa_Latn,956009,13612632,733457,956009,10882693,661825,24495325
fas_Arab-hrv_Latn,1175898,13248890,858148,1175898,11033629,935040,24282519
fra_Latn-run_Latn,1261954,13118189,973617,1261954,11042239,916123,24160428
cat_Latn-heb_Hebr,1308659,13630126,985799,1308659,10479898,933062,24110024
deu_Latn-mlg_Latn,946676,11544525,837051,946676,12506886,881413,24051411
hau_Latn-sna_Latn,829672,14052200,696344,829672,9793922,675586,23846122
ceb_Latn-smo_Latn,693375,11202806,530275,693375,12496940,534233,23699746
fra_Latn-tir_Ethi,1100920,13808954,948256,1100920,9776400,95239,23585354
hin_Deva-swa_Latn,985004,12927211,110209,985004,10381336,766041,23308547
fra_Latn-tsn_Latn,1428983,10849675,1062146,1428983,12406014,841372,23255689
eng_Latn-cym_Latn,983047,11416687,1675694,983047,11782484,631569,23199171
ben_Beng-ces_Latn,1370547,11704343,1654886,1370547,11410530,1056711,23114873
afr_Latn-xho_Latn,1361381,12893616,805926,1361381,10214106,815798,23107722
aym_Latn-eng_Latn,1268223,9206251,903130,1268223,13790135,2451735,22996386
guj_Gujr-hin_Deva,1069651,10521318,617891,1069651,12268286,235968,22789604
ceb_Latn-mri_Latn,568191,10695196,461805,568191,11969539,427853,22664735
epo_Latn-srp_Cyrl,1041618,11686743,779206,1041618,10958942,825587,22645685
epo_Latn-slv_Latn,999444,11685564,754541,999444,10949371,780091,22634935
epo_Latn-hun_Latn,1157294,12051040,856497,1157294,10572896,893953,22623936
heb_Hebr-mal_Mlym,1891710,12611901,1508754,1891710,9813162,1647724,22425063
ben_Beng-ron_Latn,1160230,10048763,1403015,1160230,12343095,907251,22391858
hin_Deva-ukr_Cyrl,883513,12796054,108528,883513,9521317,703120,22317371
fin_Latn-tam_Taml,1777321,11433316,1494285,1777321,10874472,1490488,22307788
amh_Ethi-hau_Latn,738789,9101974,226419,738789,13014395,623833,22116369
zho_Hani-ben_Beng,2374742,2541864,3814120,2374742,19446298,3091630,21988162
bul_Cyrl-ben_Beng,1149720,11232403,905581,1149720,10419780,1376789,21652183
ara_Arab-fil_Latn,969720,9902016,690426,969720,11621312,911703,21523328
zho_Hani-bos_Latn,2981338,3033916,3594235,2981338,18394842,2992693,21428758
amh_Ethi-sot_Latn,725948,8377912,209293,725948,12986671,590273,21364583
cat_Latn-epo_Latn,836545,11153632,670814,836545,10204294,645670,21357926
amh_Ethi-zul_Latn,919953,11114562,257943,919953,10097378,767696,21211940
eng_Latn-kur_Latn,1015959,10805253,2014856,1015959,10199029,828334,21004282
eng_Latn-fry_Latn,1347987,10544215,2619670,1347987,10236835,1003106,20781050
eng_Latn-fur_Latn,937010,10221277,1820952,937010,10448778,699141,20670055
cat_Latn-ukr_Cyrl,1077147,11329078,809717,1077147,9308304,791415,20637382
eng_Latn-lij_Latn,1109910,10445636,2182341,1109910,10173699,700125,20619335
eng_Latn-ilo_Latn,1236650,10660419,2394464,1236650,9866168,876801,20526587
epo_Latn-fin_Latn,1130407,11437461,837380,1130407,9016705,901901,20454166
hin_Deva-ori_Orya,1258240,10109135,234420,1258240,10313210,236787,20422345
amh_Ethi-sna_Latn,837868,10224856,201500,837868,10015165,714321,20240021
ben_Beng-snd_Arab,1085469,8990002,1375910,1085469,11136443,683197,20126445
afr_Latn-ibo_Latn,820348,9036210,476805,820348,10836593,574133,19872803
ara_Arab-kur_Latn,805897,9511618,636341,805897,10210803,656591,19722421
amh_Ethi-swa_Latn,1007815,8898827,201531,1007815,10812147,767537,19710974
fra_Latn-tso_Latn,1004486,9348455,743523,1004486,10359940,650326,19708395
grn_Latn-por_Latn,683923,6619858,526593,683923,12840258,683453,19460116
ceb_Latn-sun_Latn,651170,10954009,516687,651170,8418877,524215,19372886
bel_Cyrl-bul_Cyrl,918895,8694847,776281,918895,10499939,801785,19194786
eng_Latn-scn_Latn,1081641,9898804,2259579,1081641,9283464,729197,19182268
ast_Latn-ita_Latn,644311,11871226,623459,644311,7176562,519623,19047788
ben_Beng-slk_Latn,1056235,9474542,1285066,1056235,9352889,802110,18827431
epo_Latn-fas_Arab,846617,8753028,653545,846617,9993733,647359,18746761
amh_Ethi-nya_Latn,710279,9025433,182213,710279,9635158,610398,18660591
guj_Gujr-sin_Sinh,906223,8878708,666625,906223,9664397,750582,18543105
ewe_Latn-fra_Latn,1041977,8924619,562093,1041977,9570458,770928,18495077
afr_Latn-kin_Latn,1041992,9361525,612510,1041992,9123894,612696,18485419
guj_Gujr-snd_Arab,695514,8077783,561236,695514,10326369,561880,18404152
eng_Latn-kas_Arab,647316,7819309,1297459,647316,10420001,148433,18239310
eng_Latn-amh_Ethi,566973,10062408,1131290,566973,8009985,282028,18072393
eng_Latn-lat_Latn,1229624,9796932,2251409,1229624,8200563,753201,17997495
ara_Arab-kat_Geor,757128,8939012,591382,757128,9026766,752198,17965778
heb_Hebr-swa_Latn,977111,7938498,689786,977111,9862018,740080,17800516
deu_Latn-hau_Latn,790275,8347776,549304,790275,9356408,657146,17704184
hau_Latn-som_Latn,530020,8849564,433247,530020,8673688,435073,17523252
fas_Arab-fil_Latn,739941,8723671,529947,739941,8719181,648508,17442852
ben_Beng-zho_Hani,1828686,14934119,2206343,1828686,2391326,3109366,17325445
fra_Latn-sag_Latn,1011399,7580132,791016,1011399,9733671,691889,17313803
fas_Arab-uzb_Latn,580368,14733733,547294,580368,2383554,148817,17117287
ara_Arab-aze_Latn,853544,9325167,543361,853544,7725198,584895,17050365
hau_Latn-xho_Latn,627698,10303106,498250,627698,6743360,478890,17046466
ara_Arab-bel_Cyrl,602673,8564361,548793,602673,8390952,557555,16955313
fra_Latn-tum_Latn,968548,9117893,735423,968548,7788843,697956,16906736
ast_Latn-glg_Latn,425248,9108157,441444,425248,7673075,408081,16781232
ces_Latn-swa_Latn,723271,8017665,560970,723271,8661838,569843,16679503
bel_Cyrl-slk_Latn,867278,7941426,717781,867278,8671778,747777,16613204
ben_Beng-swa_Latn,892584,7932561,1050456,892584,8609316,696664,16541877
bul_Cyrl-swa_Latn,604806,8223644,499615,604806,8094415,493405,16318059
ben_Beng-kor_Hang,940951,8131533,1175173,940951,8043988,686672,16175521
bel_Cyrl-ukr_Cyrl,945517,7984853,771722,945517,8169715,756366,16154568
fra_Latn-kab_Latn,1030601,8761219,923910,1030601,7235581,615746,15996800
ben_Beng-slv_Latn,892114,7941062,1083516,892114,8009017,666101,15950079
deu_Latn-kat_Geor,626490,8507201,617832,626490,7245547,607931,15752748
heb_Hebr-urd_Arab,927679,6280390,589748,927679,9238690,297825,15519080
fra_Latn-orm_Latn,815631,7886359,667323,815631,7609014,710090,15495373
fra_Latn-twi_Latn,934538,8040030,663204,934538,7227153,489218,15267183
heb_Hebr-fil_Latn,779170,6757845,569277,779170,8449795,759799,15207640
ben_Beng-srp_Cyrl,890660,7538793,1093096,890660,7630589,662270,15169382
est_Latn-swa_Latn,800320,6747507,631760,800320,8407125,606253,15154632
bel_Cyrl-hun_Latn,356423,10937904,310028,356423,4049796,498101,14987700
asm_Beng-ben_Beng,1045378,7655742,1279623,1045378,7324451,1255549,14980193
fra_Latn-ful_Latn,700882,7904543,689569,700882,7045445,652649,14949988
fra_Latn-lug_Latn,799623,8169223,585006,799623,6775492,539835,14944715
ara_Arab-hye_Armn,715852,7351251,481308,715852,7475140,318416,14826391
asm_Beng-tel_Telu,955519,8084894,1130725,955519,6690123,856783,14775017
aze_Latn-vie_Latn,701333,5705723,452132,701333,9066648,431698,14772371
hin_Deva-pan_Guru,816564,7279867,141125,816564,7418970,220782,14698837
bjn_Latn-eng_Latn,766935,6795517,872561,766935,7682092,1816388,14477609
eng_Latn-nno_Latn,532455,7473482,939648,532455,7001218,415117,14474700
hin_Deva-msa_Latn,591888,7995890,91084,591888,6380055,456294,14375945
epo_Latn-est_Latn,721470,7783293,544934,721470,6580731,572479,14364024
deu_Latn-sun_Latn,766228,7218878,554037,766228,7100768,654154,14319646
epo_Latn-heb_Hebr,819335,7794024,591821,819335,6503841,596878,14297865
epo_Latn-lav_Latn,580835,6078206,427366,580835,8191750,631146,14269956
aze_Latn-fas_Arab,348969,6371214,378282,348969,7788304,297637,14159518
cat_Latn-hin_Deva,639457,6696568,493544,639457,7428966,77878,14125534
epo_Latn-lit_Latn,757910,7689443,562065,757910,6430118,616137,14119561
zho_Hani-swa_Latn,1237324,1327465,2142041,1237324,12779070,931098,14106535
amh_Ethi-som_Latn,507907,5697298,130073,507907,8403865,416449,14101163
fas_Arab-mar_Deva,857244,7595017,611999,857244,6312188,626459,13907205
deu_Latn-sin_Sinh,674909,6948400,617774,674909,6743596,612355,13691996
eng_Latn-run_Latn,772917,7223502,1482959,772917,6365428,533487,13588930
eng_Latn-hne_Deva,744308,6785482,1380014,744308,6733126,166615,13518608
diq_Latn-eng_Latn,851884,6401126,445956,851884,7106630,1622716,13507756
bel_Cyrl-ron_Latn,330977,8636924,282593,330977,4829952,370038,13466876
heb_Hebr-mar_Deva,966717,6406943,730917,966717,6989572,745390,13396515
ceb_Latn-ilo_Latn,610331,6816751,374907,610331,6431539,378912,13248290
eng_Latn-tso_Latn,688317,6109671,1303603,688317,7052410,422494,13162081
epo_Latn-ukr_Cyrl,741768,6944050,533377,741768,6213696,550188,13157746
spa_Latn-oci_Latn,925383,6449694,588224,925383,6395618,557542,12845312
asm_Beng-mal_Mlym,877678,7321046,1047388,877678,5481364,746798,12802410
fra_Latn-nso_Latn,768309,6054559,575818,768309,6668635,493603,12723194
bel_Cyrl-ita_Latn,387883,8107833,315693,387883,4541701,303685,12649534
ben_Beng-lav_Latn,567673,4658834,685733,567673,7963000,618552,12621834
eng_Latn-kur_Arab,339369,6102580,712514,339369,6504575,303997,12607155
amh_Ethi-ibo_Latn,410206,5130862,122398,410206,7364976,343719,12495838
crh_Latn-rus_Cyrl,653348,5711003,541366,653348,6756525,601193,12467528
epo_Latn-mkd_Cyrl,480867,6108103,380947,480867,6271478,394441,12379581
nep_Deva-rus_Cyrl,556915,6157329,147020,556915,5884932,429905,12042261
asm_Beng-kan_Knda,784483,6668507,923836,784483,5275132,636774,11943639
fra_Latn-lin_Latn,691379,6074542,521710,691379,5866161,471402,11940703
ben_Beng-est_Latn,742243,6205722,888396,742243,5644388,590101,11850110
aze_Latn-deu_Latn,495671,5582919,402924,495671,6217225,418921,11800144
fon_Latn-fra_Latn,508215,6119999,366672,508215,5625869,431097,11745868
eng_Latn-bre_Latn,563720,5137407,986959,563720,6559368,404188,11696775
ceb_Latn-war_Latn,710001,5759384,320822,710001,5890491,313953,11649875
asm_Beng-urd_Arab,573821,4821623,702992,573821,6752817,108167,11574440
eng_Latn-ceb_Latn,488758,5273684,826013,488758,6227860,316005,11501544
eng_Latn-tum_Latn,651395,6120467,1257988,651395,5373290,458792,11493757
deu_Latn-mar_Deva,442634,5932805,383520,442634,5547293,402954,11480098
ewe_Latn-swa_Latn,515586,6291439,322041,515586,5136849,343503,11428288
amh_Ethi-yor_Latn,415958,4520931,112066,415958,6857745,326881,11378676
nep_Deva-vie_Latn,307685,4681894,113146,307685,6625104,270511,11306998
deu_Latn-tel_Telu,421353,6102050,408915,421353,5147316,402986,11249366
deu_Latn-hye_Armn,387446,5762537,390024,387446,5444529,240648,11207066
fra_Latn-luo_Latn,609597,5863289,477177,609597,5279835,466754,11143124
bel_Cyrl-slv_Latn,601453,5256720,482659,601453,5878265,480225,11134985
nep_Deva-por_Latn,426419,5219447,142448,426419,5914861,335681,11134308
zho_Hani-mal_Mlym,1592305,1704182,2602763,1592305,9357281,1333994,11061463
asm_Beng-guj_Gujr,594345,5955076,726976,594345,5086915,459060,11041991
aze_Latn-urd_Arab,248055,4815979,278719,248055,6129316,127592,10945295
eng_Latn-shn_Mymr,646766,6110224,1296027,646766,4787417,37294,10897641
amh_Ethi-xho_Latn,507839,5672576,155664,507839,5223480,396320,10896056
spa_Latn-nep_Deva,394970,5834589,304108,394970,4974038,135241,10808627
ces_Latn-tam_Taml,703180,6004015,528735,703180,4786202,529290,10790217
fra_Latn-nep_Deva,390832,5797542,308851,390832,4889013,130621,10686555
ara_Arab-tel_Telu,412259,5536123,381976,412259,5074826,381735,10610949
afr_Latn-tsn_Latn,779109,4660188,310354,779109,5908529,314419,10568717
zho_Hani-tam_Taml,1307759,1485658,2210427,1307759,9020005,909108,10505663
hin_Deva-mlg_Latn,407975,5743953,44478,407975,4719141,355919,10463094
asm_Beng-ori_Orya,601125,5248177,697148,601125,5187842,55016,10436019
ben_Beng-cat_Latn,592282,4684962,716442,592282,5543722,448828,10228684
asm_Beng-tam_Taml,709912,5698409,862911,709912,4486286,571450,10184695
aze_Latn-fra_Latn,433161,4426344,339724,433161,5675708,339434,10102052
hin_Deva-sin_Sinh,714711,4969976,122494,714711,5127932,487512,10097908
ita_Latn-nep_Deva,400305,5301906,280631,400305,4785142,129051,10087048
ceb_Latn-fij_Latn,349228,4569013,228474,349228,5405888,227935,9974901
afr_Latn-tso_Latn,554436,4575883,262255,554436,5376807,256881,9952690
epo_Latn-hrv_Latn,537448,5158659,388580,537448,4766155,428827,9924814
ben_Beng-epo_Latn,517482,4795341,631004,517482,5110275,390773,9905616
aze_Latn-spa_Latn,441813,4380771,340559,441813,5486961,347343,9867732
nep_Deva-nld_Latn,414256,4760043,126150,414256,5094353,313814,9854396
deu_Latn-nep_Deva,391863,4929576,312432,391863,4861093,132785,9790669
aze_Latn-nld_Latn,383673,4532016,323044,383673,5236115,325284,9768131
zho_Hani-sqi_Latn,1064345,1076147,1336164,1064345,8611186,1045814,9687333
aze_Latn-por_Latn,416714,4321591,330112,416714,5279179,333178,9600770
deu_Latn-hat_Latn,297388,4407341,289783,297388,5176335,278627,9583676
ben_Beng-mai_Deva,747288,4380875,918923,747288,5198837,121757,9579712
deu_Latn-yor_Latn,432122,4347221,319633,432122,5100085,358869,9447306
deu_Latn-fry_Latn,616955,4663506,489769,616955,4703987,486370,9367493
ara_Arab-hat_Latn,292352,4354935,262406,292352,4995939,268197,9350874
heb_Hebr-mlg_Latn,476278,4018869,365598,476278,5316419,404820,9335288
afr_Latn-ewe_Latn,603697,4624282,283450,603697,4663586,240121,9287868
bod_Tibt-eng_Latn,714557,3346292,97349,714557,5928673,1375610,9274965
zho_Hani-tgl_Latn,864965,985957,1219163,864965,8193137,490241,9179094
ara_Arab-crh_Latn,458493,5267337,343142,458493,3874920,363526,9142257
asm_Beng-mar_Deva,597203,4654115,712972,597203,4444098,450889,9098213
ara_Arab-kaz_Cyrl,509393,4839011,317393,509393,4215275,332111,9054286
bel_Cyrl-srp_Cyrl,549530,4344052,433044,549530,4685506,436853,9029558
ben_Beng-mkd_Cyrl,491186,4264032,590180,491186,4758406,367214,9022438
fas_Arab-snd_Arab,271768,4434271,204447,271768,4521615,255006,8955886
ben_Beng-mlg_Latn,380762,4122837,446804,380762,4790617,347352,8913454
nep_Deva-pol_Latn,342544,4539774,127444,342544,4334286,288714,8874060
ben_Beng-ukr_Cyrl,592521,4473928,721972,592521,4376945,425944,8850873
ast_Latn-ron_Latn,298836,5432879,294070,298836,3303229,251534,8736108
cat_Latn-swa_Latn,327874,4575525,259853,327874,4146654,256888,8722179
aze_Latn-ita_Latn,376555,3954124,295688,376555,4766174,297565,8720298
bul_Cyrl-nep_Deva,316300,4457958,268034,316300,4256014,121070,8713972
bul_Cyrl-tam_Taml,586304,4968895,453565,586304,3744954,436002,8713849
deu_Latn-eus_Latn,695558,4752410,587900,695558,3961263,609240,8713673
hrv_Latn-tam_Taml,595735,4932177,473718,595735,3737525,466604,8669702
ful_Latn-yor_Latn,374851,3863872,294106,374851,4784421,320099,8648293
nep_Deva-swe_Latn,313165,4295201,116329,313165,4349363,276974,8644564
nep_Deva-ron_Latn,297371,4072557,118133,297371,4546796,264618,8619353
bel_Cyrl-nld_Latn,288115,5364587,230096,288115,3251375,199293,8615962
afr_Latn-tir_Ethi,454265,4886402,319071,454265,3675037,38948,8561439
aze_Latn-ron_Latn,326027,3860659,280740,326027,4680550,284161,8541209
amh_Ethi-ful_Latn,405074,3391936,66748,405074,5093937,346925,8485873
asm_Beng-nep_Deva,569121,4179808,717001,569121,4270883,57603,8450691
epo_Latn-swa_Latn,292730,4173339,241645,292730,4243831,244089,8417170
aze_Latn-ces_Latn,317661,4085170,289793,317661,4284005,279872,8369175
aze_Latn-hin_Deva,251274,3536016,228961,251274,4819409,101014,8355425
ces_Latn-nep_Deva,307608,4050002,273224,307608,4255747,118019,8305749
afr_Latn-isl_Latn,346081,4307654,272028,346081,3996958,282896,8304612
dan_Latn-nep_Deva,293819,4166811,257698,293819,4125436,114045,8292247
